Decade,UN_Geosheme_Subregion,Disaster_Type,Climate_Scenario,Financial_mpact,Human_Impact,Disaster_Occurence
1940,Northern America,Floods,,66951143,715614,84
1940,Northern America,Storms,,34319912,330977,85
1940,Northern America,Storms,,24519906,4130,61
1940,Northern America,Storms,,59351961,28641,87
1940,Northern America,Storms,,85932342,533193,48
1940,Northern Europe,Droughts,,46493068,246000,46
1940,Northern Europe,Droughts,,56262399,614334,81
1940,Northern Europe,Droughts,,20965403,51377,4
1940,Northern Europe,Droughts,,34516697,151477,53
1940,Northern Europe,Floods,,1449149,184859,94
1940,Northern Europe,Floods,,25318617,3360,53
1940,Northern Europe,Floods,,54497556,875690,64
1940,Northern Europe,Floods,,20503222,905567,88
1940,Northern Europe,Storms,,39160965,646840,47
1940,Northern Europe,Storms,,75884908,582809,35
1940,Northern Europe,Storms,,44862815,200203,32
1940,Northern Europe,Storms,,88348501,717605,16
1940,Polynesia,Droughts,,80688296,828915,42
1940,Polynesia,Droughts,,27220418,921233,20
1940,Polynesia,Droughts,,44808005,603058,68
1940,Polynesia,Droughts,,86649784,640486,1
1940,Polynesia,Floods,,21614313,531001,47
1940,Polynesia,Floods,,74461984,385716,64
1940,Polynesia,Floods,,21070261,584575,13
1940,Polynesia,Floods,,51840898,394065,9
1940,Polynesia,Storms,,32933944,651315,26
1940,Polynesia,Storms,,2053445,751780,93
1940,Polynesia,Storms,,81247816,416821,83
1940,Polynesia,Storms,,25825815,666136,14
1940,South America,Droughts,,21524365,682363,78
1940,South America,Droughts,,1433219,796819,11
1940,South America,Droughts,,42574658,721755,84
1940,South America,Droughts,,42050891,581404,82
1940,South America,Floods,,36535132,489028,88
1940,South America,Floods,,59490291,647526,88
1940,South America,Floods,,96450195,137287,42
1940,South America,Floods,,17390019,557588,73
1940,South America,Storms,,80982564,382838,35
1940,South America,Storms,,819788,15036,49
1940,South America,Storms,,73325754,877282,43
1940,South America,Storms,,44872252,291227,56
1940,South-Eastern Asia,Droughts,,29857990,917649,18
1940,South-Eastern Asia,Droughts,,57272418,175230,40
1940,South-Eastern Asia,Droughts,,8017342,61526,74
1940,South-Eastern Asia,Droughts,,49294396,788619,35
1940,South-Eastern Asia,Floods,,65998602,674613,12
1940,South-Eastern Asia,Floods,,2926425,976249,90
1940,South-Eastern Asia,Floods,,16224988,23426,16
1940,South-Eastern Asia,Floods,,53350339,516329,48
1940,South-Eastern Asia,Storms,,77331798,271615,30
1940,South-Eastern Asia,Storms,,66578374,341742,81
1940,South-Eastern Asia,Storms,,82188720,815605,75
1940,South-Eastern Asia,Storms,,15073876,438487,8
1940,Southern Africa,Droughts,,69932978,356909,92
1940,Southern Africa,Droughts,,56283324,281765,93
1940,Southern Africa,Droughts,,90582217,666930,85
1940,Southern Africa,Droughts,,82482398,718269,97
1940,Southern Africa,Floods,,23455869,853830,88
1940,Southern Africa,Floods,,27295052,796437,76
1940,Southern Africa,Floods,,11981972,668509,72
1940,Southern Africa,Floods,,46270400,61618,33
1940,Southern Africa,Storms,,38013301,725370,70
1940,Southern Africa,Storms,,85336518,225321,88
1940,Southern Africa,Storms,,40367098,828549,23
1940,Southern Africa,Storms,,63191246,253817,83
1940,Southern Asia,Droughts,,21299861,281072,42
1940,Southern Asia,Droughts,,23255443,406028,66
1940,Southern Asia,Droughts,,60168687,780822,38
1940,Southern Asia,Droughts,,94264358,97889,21
1940,Southern Asia,Floods,,27576262,714883,79
1940,Southern Asia,Floods,,97732861,124590,27
1940,Southern Asia,Floods,,90503300,392076,32
1940,Southern Asia,Floods,,75767822,990503,63
1940,Southern Asia,Storms,,81595864,513408,75
1940,Southern Asia,Storms,,53229571,213812,93
1940,Southern Asia,Storms,,18354915,264411,12
1940,Southern Asia,Storms,,25528715,465698,66
1940,Southern Europe,Droughts,,41120142,223252,31
1940,Southern Europe,Droughts,,99221856,404237,9
1940,Southern Europe,Droughts,,40429318,945192,22
1940,Southern Europe,Droughts,,58445306,903061,13
1940,Southern Europe,Floods,,90882140,207520,35
1940,Southern Europe,Floods,,18401804,57812,44
1940,Southern Europe,Floods,,55147561,238811,56
1940,Southern Europe,Floods,,98843798,313131,75
1940,Southern Europe,Storms,,2240930,617624,12
1940,Southern Europe,Storms,,53979276,265941,29
1940,Southern Europe,Storms,,95847694,892639,67
1940,Southern Europe,Storms,,63768548,954245,1
1940,Western Africa,Droughts,,28453132,387355,22
1940,Western Africa,Droughts,,52361103,150588,54
1940,Western Africa,Droughts,,2349018,55483,74
1940,Western Africa,Droughts,,30748185,859434,69
1940,Western Africa,Floods,,59090911,875531,95
1940,Western Africa,Floods,,21225777,79031,86
1940,Western Africa,Floods,,20977982,342452,92
1940,Western Africa,Floods,,23054778,519798,3
1940,Western Africa,Storms,,40680561,722699,38
1940,Western Africa,Storms,,80099684,381780,67
1940,Western Africa,Storms,,8101147,124139,55
1940,Western Africa,Storms,,14777044,395779,57
1940,Western Asia,Droughts,,69013468,502251,31
1940,Western Asia,Droughts,,81183026,656597,78
1940,Western Asia,Droughts,,4605511,808515,35
1940,Western Asia,Droughts,,81465286,696611,53
1940,Western Asia,Floods,,72469797,614702,35
1940,Western Asia,Floods,,81676315,738406,20
1940,Western Asia,Floods,,83258369,883513,57
1940,Western Asia,Floods,,59704455,325547,16
1940,Western Asia,Storms,,69590633,108010,97
1940,Western Asia,Storms,,20762846,225414,95
1940,Western Asia,Storms,,47023401,567195,78
1940,Western Asia,Storms,,70397290,945371,85
1940,Western Europe,Droughts,,80962863,379059,78
1940,Western Europe,Droughts,,57501423,160936,45
1940,Western Europe,Droughts,,60463714,161819,67
1940,Western Europe,Droughts,,2599945,608406,12
1940,Western Europe,Floods,,80647565,996189,80
1940,Western Europe,Floods,,52973254,792280,58
1940,Western Europe,Floods,,58136897,375282,60
1940,Western Europe,Floods,,67458242,293492,68
1940,Western Europe,Storms,,84020024,615286,40
1940,Western Europe,Storms,,52966695,729849,83
1940,Western Europe,Storms,,62942397,376634,73
1940,Western Europe,Storms,,59195236,222105,89
1950,Australia and New Zealand,Droughts,,724234,329186,99
1950,Australia and New Zealand,Droughts,,87289451,982264,93
1950,Australia and New Zealand,Droughts,,50879248,441185,19
1950,Australia and New Zealand,Droughts,,62091992,521773,3
1950,Australia and New Zealand,Floods,,85923115,424433,77
1950,Australia and New Zealand,Floods,,52133725,298585,90
1950,Australia and New Zealand,Floods,,1740,708984,51
1950,Australia and New Zealand,Floods,,72011753,723008,0
1950,Australia and New Zealand,Storms,,20440601,626134,68
1950,Australia and New Zealand,Storms,,77616700,341586,99
1950,Australia and New Zealand,Storms,,17818830,298516,46
1950,Australia and New Zealand,Storms,,9393462,782948,79
1950,Caribbean,Droughts,,9794963,800801,16
1950,Caribbean,Droughts,,58602710,812609,81
1950,Caribbean,Droughts,,74176366,855563,62
1950,Caribbean,Droughts,,17159615,190066,94
1950,Caribbean,Floods,,64895916,853885,90
1950,Caribbean,Floods,,72926810,246102,36
1950,Caribbean,Floods,,19547380,301724,60
1950,Caribbean,Floods,,59436135,963490,24
1950,Caribbean,Storms,,39103586,573440,84
1950,Caribbean,Storms,,28796597,618137,61
1950,Caribbean,Storms,,56971754,657802,40
1950,Caribbean,Storms,,72546233,70607,39
1950,Central America,Droughts,,60424980,93699,65
1950,Central America,Droughts,,47803033,478393,37
1950,Central America,Droughts,,57324435,941390,15
1950,Central America,Droughts,,2785901,594186,13
1950,Central America,Floods,,84332669,76298,54
1950,Central America,Floods,,28665390,870397,60
1950,Central America,Floods,,59543742,186965,89
1950,Central America,Floods,,2845282,786717,48
1950,Central America,Storms,,93862646,936437,34
1950,Central America,Storms,,45893868,341306,88
1950,Central America,Storms,,75834749,208531,60
1950,Central America,Storms,,37058032,407057,82
1950,Central Asia,Droughts,,87068035,423703,60
1950,Central Asia,Droughts,,15187468,332184,26
1950,Central Asia,Droughts,,47296350,316826,25
1950,Central Asia,Droughts,,89309229,744972,4
1950,Central Asia,Floods,,27385008,97560,5
1950,Central Asia,Floods,,30755952,633212,36
1950,Central Asia,Floods,,92106278,314872,49
1950,Central Asia,Floods,,57808106,392809,31
1950,Central Asia,Storms,,1548816,174494,33
1950,Central Asia,Storms,,51748301,697301,44
1950,Central Asia,Storms,,72860043,273644,13
1950,Central Asia,Storms,,3660208,266116,51
1950,Eastern Africa,Droughts,,32562700,293985,42
1950,Eastern Africa,Droughts,,43917545,880914,41
1950,Eastern Africa,Droughts,,5418259,256834,19
1950,Eastern Africa,Droughts,,66586649,695327,84
1950,Eastern Africa,Floods,,63975747,496967,21
1950,Eastern Africa,Floods,,57516874,433594,95
1950,Eastern Africa,Floods,,97641616,494122,25
1950,Eastern Africa,Floods,,88886653,576057,38
1950,Eastern Africa,Storms,,1666986,110606,18
1950,Eastern Africa,Storms,,83610144,355237,28
1950,Eastern Africa,Storms,,72645845,880139,59
1950,Eastern Africa,Storms,,90424617,978073,10
1950,Eastern Asia,Droughts,,25368410,752250,60
1950,Eastern Asia,Droughts,,16080738,323565,84
1950,Eastern Asia,Droughts,,11579960,177374,28
1950,Eastern Asia,Droughts,,9810420,911970,34
1950,Eastern Asia,Floods,,128219,877829,67
1950,Eastern Asia,Floods,,57089117,592095,3
1950,Eastern Asia,Floods,,60990569,441685,74
1950,Eastern Asia,Floods,,42550926,538588,77
1950,Eastern Asia,Storms,,69657212,452036,42
1950,Eastern Asia,Storms,,24287585,139484,32
1950,Eastern Asia,Storms,,47544084,764162,67
1950,Eastern Asia,Storms,,58109222,988488,30
1950,Eastern Europe,Droughts,,52236569,541341,55
1950,Eastern Europe,Droughts,,39177689,839580,39
1950,Eastern Europe,Droughts,,41708237,283017,97
1950,Eastern Europe,Droughts,,95129537,365293,28
1950,Eastern Europe,Floods,,9140333,221836,90
1950,Eastern Europe,Floods,,43027500,643724,38
1950,Eastern Europe,Floods,,71195630,983312,12
1950,Eastern Europe,Floods,,6974555,351761,96
1950,Eastern Europe,Storms,,84379438,662824,55
1950,Eastern Europe,Storms,,78268779,143369,71
1950,Eastern Europe,Storms,,28605721,206624,74
1950,Eastern Europe,Storms,,94340118,376902,59
1950,Melanesia,Droughts,,45932352,272838,78
1950,Melanesia,Droughts,,34063665,206591,51
1950,Melanesia,Droughts,,14849969,430682,2
1950,Melanesia,Droughts,,20603568,845412,55
1950,Melanesia,Floods,,76641369,572324,80
1950,Melanesia,Floods,,21386544,525854,64
1950,Melanesia,Floods,,32275248,809605,28
1950,Melanesia,Floods,,82996330,776671,74
1950,Melanesia,Storms,,55959044,103532,48
1950,Melanesia,Storms,,41582055,180933,41
1950,Melanesia,Storms,,53830305,367200,64
1950,Melanesia,Storms,,62833672,211048,81
1950,Micronesia,Droughts,,52531791,427067,45
1950,Micronesia,Droughts,,56503481,173889,47
1950,Micronesia,Droughts,,94256652,749266,35
1950,Micronesia,Droughts,,96997982,596995,92
1950,Micronesia,Floods,,92676117,226499,4
1950,Micronesia,Floods,,92051355,671476,0
1950,Micronesia,Floods,,50781750,600864,69
1950,Micronesia,Floods,,48494459,38967,65
1950,Micronesia,Storms,,59691493,681441,44
1950,Micronesia,Storms,,85013682,559454,1
1950,Micronesia,Storms,,68883924,666393,38
1950,Micronesia,Storms,,16283514,305295,20
1950,Middle Africa,Droughts,,18203605,153165,54
1950,Middle Africa,Droughts,,56380321,207607,54
1950,Middle Africa,Droughts,,28094391,506515,67
1950,Middle Africa,Droughts,,9459725,750129,62
1950,Middle Africa,Floods,,58807929,365832,25
1950,Middle Africa,Floods,,30295963,914071,52
1950,Middle Africa,Floods,,57027690,244899,6
1950,Middle Africa,Floods,,8605625,21261,54
1950,Middle Africa,Storms,,52891736,900190,84
1950,Middle Africa,Storms,,74564345,358327,68
1950,Middle Africa,Storms,,24565489,773651,19
1950,Middle Africa,Storms,,42191037,324722,20
1950,Northern Africa,Droughts,,88570469,136887,46
1950,Northern Africa,Droughts,,88178456,543433,25
1950,Northern Africa,Droughts,,93299813,595104,35
1950,Northern Africa,Droughts,,39525096,170950,77
1950,Northern Africa,Floods,,45202158,28031,16
1950,Northern Africa,Floods,,74098729,996455,61
1950,Northern Africa,Floods,,10814135,272400,64
1950,Northern Africa,Floods,,66818704,871975,34
1950,Northern Africa,Storms,,48093627,681324,60
1950,Northern Africa,Storms,,32157117,497880,53
1950,Northern Africa,Storms,,10851560,726894,28
1950,Northern Africa,Storms,,9349372,948755,64
1950,Northern America,Droughts,,90990210,281196,18
1950,Northern America,Droughts,,11138159,551988,8
1950,Northern America,Droughts,,25905872,382557,71
1950,Northern America,Droughts,,67659379,50399,22
1950,Northern America,Floods,,56206286,726620,96
1950,Northern America,Floods,,16755014,579184,82
1950,Northern America,Floods,,31387235,2371,97
1950,Northern America,Floods,,23540971,769193,76
1950,Northern America,Storms,,81484825,692705,25
1950,Northern America,Storms,,27777156,836609,11
1950,Northern America,Storms,,43855593,761946,53
1950,Northern America,Storms,,22602004,868480,4
1950,Northern Europe,Droughts,,50181311,386931,64
1950,Northern Europe,Droughts,,77553547,275695,48
1950,Northern Europe,Droughts,,603253,58152,19
1950,Northern Europe,Droughts,,43437523,600526,73
1950,Northern Europe,Floods,,48910964,74720,60
1950,Northern Europe,Floods,,64597790,737942,22
1950,Northern Europe,Floods,,52168018,213000,4
1950,Northern Europe,Floods,,261780,373199,41
1950,Northern Europe,Storms,,37597147,608605,63
1950,Northern Europe,Storms,,42445687,42210,12
1950,Northern Europe,Storms,,35188140,952207,50
1950,Northern Europe,Storms,,93242783,210739,84
1950,Polynesia,Droughts,,24727551,25465,76
1950,Polynesia,Droughts,,92471347,890051,57
1950,Polynesia,Droughts,,18845383,110990,44
1950,Polynesia,Droughts,,52720323,258218,91
1950,Polynesia,Floods,,24933793,660131,85
1950,Polynesia,Floods,,70626958,622661,51
1950,Polynesia,Floods,,8244211,21682,73
1950,Polynesia,Floods,,88938027,80778,69
1950,Polynesia,Storms,,53130325,666012,97
1950,Polynesia,Storms,,16784515,948172,32
1950,Polynesia,Storms,,76218113,651403,49
1950,Polynesia,Storms,,90959397,854421,46
1950,South America,Droughts,,96118767,298945,29
1950,South America,Droughts,,42480042,130523,73
1950,South America,Droughts,,87905076,330332,6
1950,South America,Droughts,,94548585,174199,38
1950,South America,Floods,,85952946,165730,67
1950,South America,Floods,,32874304,796756,89
1950,South America,Floods,,23472821,343282,73
1950,South America,Floods,,75444905,188335,89
1950,South America,Storms,,27769414,233980,83
1950,South America,Storms,,11443102,171624,79
1950,South America,Storms,,76317233,738663,53
1950,South America,Storms,,95001935,16751,26
1950,South-Eastern Asia,Droughts,,47592458,544303,37
1950,South-Eastern Asia,Droughts,,95796303,921712,32
1950,South-Eastern Asia,Droughts,,69454101,763605,84
1950,South-Eastern Asia,Droughts,,17882162,969077,49
1950,South-Eastern Asia,Floods,,49864755,740769,87
1950,South-Eastern Asia,Floods,,71613400,657912,8
1950,South-Eastern Asia,Floods,,99301476,192973,96
1950,South-Eastern Asia,Floods,,73946693,56516,46
1950,South-Eastern Asia,Storms,,74784962,966716,24
1950,South-Eastern Asia,Storms,,31810937,53720,64
1950,South-Eastern Asia,Storms,,79363087,704488,97
1950,South-Eastern Asia,Storms,,43466747,670233,3
1950,Southern Africa,Droughts,,52417433,150019,32
1950,Southern Africa,Droughts,,23233974,943299,41
1950,Southern Africa,Droughts,,91873801,407582,92
1950,Southern Africa,Droughts,,80004444,368806,55
1950,Southern Africa,Floods,,73170624,263731,36
1950,Southern Africa,Floods,,39748516,335223,64
1950,Southern Africa,Floods,,89759635,573056,68
1950,Southern Africa,Floods,,12560090,755848,85
1950,Southern Africa,Storms,,64871004,960285,39
1950,Southern Africa,Storms,,66835841,490749,68
1950,Southern Africa,Storms,,70852326,618489,14
1950,Southern Africa,Storms,,18281462,480616,97
1950,Southern Asia,Droughts,,74309416,359098,38
1950,Southern Asia,Droughts,,34006622,128745,12
1950,Southern Asia,Droughts,,69129270,809097,4
1950,Southern Asia,Droughts,,65965337,32044,94
1950,Southern Asia,Floods,,75845937,539091,4
1950,Southern Asia,Floods,,62177250,285888,52
1950,Southern Asia,Floods,,15651366,50756,86
1950,Southern Asia,Floods,,16917373,509946,92
1950,Southern Asia,Storms,,95720592,473947,29
1950,Southern Asia,Storms,,15448951,913253,97
1950,Southern Asia,Storms,,40529010,705672,61
1950,Southern Asia,Storms,,26943298,45203,77
1950,Southern Europe,Droughts,,83701500,765599,56
1950,Southern Europe,Droughts,,31092183,853501,64
1950,Southern Europe,Droughts,,95218213,891745,24
1950,Southern Europe,Droughts,,71584308,867243,53
1950,Southern Europe,Floods,,10338193,653024,9
1950,Southern Europe,Floods,,85675487,873005,83
1950,Southern Europe,Floods,,85023006,492824,56
1950,Southern Europe,Floods,,53580615,19214,31
1950,Southern Europe,Storms,,95123374,444586,87
1950,Southern Europe,Storms,,68688914,497638,31
1950,Southern Europe,Storms,,49539167,864400,63
1950,Southern Europe,Storms,,17053505,934969,38
1950,Western Africa,Droughts,,22309195,427463,10
1950,Western Africa,Droughts,,43667669,689207,83
1950,Western Africa,Droughts,,67003550,158381,82
1950,Western Africa,Droughts,,95037528,746451,74
1950,Western Africa,Floods,,62330015,159839,43
1950,Western Africa,Floods,,58348482,325904,91
1950,Western Africa,Floods,,53923967,963318,13
1950,Western Africa,Floods,,72157887,782943,82
1950,Western Africa,Storms,,13875479,81044,62
1950,Western Africa,Storms,,11594479,755656,65
1950,Western Africa,Storms,,57943106,524208,59
1950,Western Africa,Storms,,57776377,919199,34
1950,Western Asia,Droughts,,71728102,579517,11
1950,Western Asia,Droughts,,95937162,957708,58
1950,Western Asia,Droughts,,38892298,366724,20
1950,Western Asia,Droughts,,36102821,99966,39
1950,Western Asia,Floods,,66057212,560936,6
1950,Western Asia,Floods,,3929606,327866,44
1950,Western Asia,Floods,,60867383,833024,58
1950,Western Asia,Floods,,99104508,928003,64
1950,Western Asia,Storms,,96764800,299023,51
1950,Western Asia,Storms,,77909835,749034,66
1950,Western Asia,Storms,,59471053,615806,22
1950,Western Asia,Storms,,81801681,79777,58
1950,Western Europe,Droughts,,45571196,602296,89
1950,Western Europe,Droughts,,57835142,290243,34
1950,Western Europe,Droughts,,75977870,186313,48
1950,Western Europe,Droughts,,18484205,363653,43
1950,Western Europe,Floods,,98032553,314730,66
1950,Western Europe,Floods,,81660586,896533,57
1950,Western Europe,Floods,,28566089,271716,41
1950,Western Europe,Floods,,82335679,295203,32
1950,Western Europe,Storms,,97694037,732911,54
1950,Western Europe,Storms,,54438280,301261,35
1950,Western Europe,Storms,,74307828,200242,51
1950,Western Europe,Storms,,70883977,801775,73
1960,Australia and New Zealand,Droughts,,41251945,502688,14
1960,Australia and New Zealand,Droughts,,6179267,581940,25
1960,Australia and New Zealand,Droughts,,95411075,32179,48
1960,Australia and New Zealand,Droughts,,49817337,874227,92
1960,Australia and New Zealand,Floods,,55079585,167967,74
1960,Australia and New Zealand,Floods,,66559726,642169,4
1960,Australia and New Zealand,Floods,,2903332,458885,29
1960,Australia and New Zealand,Floods,,39212659,639211,72
1960,Australia and New Zealand,Storms,,23453633,940006,3
1960,Australia and New Zealand,Storms,,34746899,548,94
1960,Australia and New Zealand,Storms,,50921967,74360,19
1960,Australia and New Zealand,Storms,,92833879,3422,31
1960,Caribbean,Droughts,,83315336,312144,57
1960,Caribbean,Droughts,,41885182,453380,69
1960,Caribbean,Droughts,,66285948,391505,88
1960,Caribbean,Droughts,,99896942,19933,5
1960,Caribbean,Floods,,62931745,75380,51
1960,Caribbean,Floods,,91987042,855803,16
1960,Caribbean,Floods,,42697262,701030,19
1960,Caribbean,Floods,,14188701,350187,73
1960,Caribbean,Storms,,49079697,467017,9
1960,Caribbean,Storms,,42463307,287159,52
1960,Caribbean,Storms,,79074984,12895,36
1960,Caribbean,Storms,,20130728,550318,17
1960,Central America,Droughts,,32125728,85929,38
1960,Central America,Droughts,,93562845,81494,80
1960,Central America,Droughts,,27184975,221715,59
1960,Central America,Droughts,,33952278,626051,9
1960,Central America,Floods,,47440996,947860,47
1960,Central America,Floods,,82189028,600558,4
1960,Central America,Floods,,33454519,23459,52
1960,Central America,Floods,,17858904,43703,5
1960,Central America,Storms,,83598074,854642,29
1960,Central America,Storms,,69603900,976711,77
1960,Central America,Storms,,28211462,712316,3
1960,Central America,Storms,,98103049,477812,29
1960,Central Asia,Droughts,,51386493,668391,94
1960,Central Asia,Droughts,,78657570,424333,90
1960,Central Asia,Droughts,,22769738,477212,10
1960,Central Asia,Droughts,,81289574,523266,16
1960,Central Asia,Floods,,12548089,615846,21
1960,Central Asia,Floods,,53589722,238840,18
1960,Central Asia,Floods,,80442767,173654,1
1960,Central Asia,Floods,,73674301,4003,98
1960,Central Asia,Storms,,58026557,979559,53
1960,Central Asia,Storms,,25058364,420825,73
1960,Central Asia,Storms,,5047361,272109,21
1960,Central Asia,Storms,,38798199,872229,19
1960,Eastern Africa,Droughts,,26305871,620773,29
1960,Eastern Africa,Droughts,,65489232,851164,93
1960,Eastern Africa,Droughts,,20512492,401258,11
1960,Eastern Africa,Droughts,,41280718,167514,81
1960,Eastern Africa,Floods,,4554877,96712,53
1960,Eastern Africa,Floods,,23913858,37203,13
1960,Eastern Africa,Floods,,34682346,663159,31
1960,Eastern Africa,Floods,,30423178,825472,21
1960,Eastern Africa,Storms,,26566596,779106,41
1960,Eastern Africa,Storms,,72400859,554786,56
1960,Eastern Africa,Storms,,86812484,558498,66
1960,Eastern Africa,Storms,,98301201,137950,7
1960,Eastern Asia,Droughts,,45963125,973265,37
1960,Eastern Asia,Droughts,,22868162,967093,7
1960,Eastern Asia,Droughts,,31463482,461208,62
1960,Eastern Asia,Droughts,,4363809,403186,46
1960,Eastern Asia,Floods,,77242239,938507,85
1960,Eastern Asia,Floods,,51239239,762465,53
1960,Eastern Asia,Floods,,53010967,444093,26
1960,Eastern Asia,Floods,,67771449,656688,71
1960,Eastern Asia,Storms,,12662812,651006,89
1960,Eastern Asia,Storms,,43632882,810205,4
1960,Eastern Asia,Storms,,94977630,163941,35
1960,Eastern Asia,Storms,,59435506,607858,30
1960,Eastern Europe,Droughts,,7020355,240453,63
1960,Eastern Europe,Droughts,,69259903,520193,1
1960,Eastern Europe,Droughts,,55922308,168369,53
1960,Eastern Europe,Droughts,,62441840,180054,10
1960,Eastern Europe,Floods,,21578355,243584,66
1960,Eastern Europe,Floods,,44220294,41052,16
1960,Eastern Europe,Floods,,29651582,62475,52
1960,Eastern Europe,Floods,,20017435,596707,6
1960,Eastern Europe,Storms,,67978317,281033,31
1960,Eastern Europe,Storms,,32223225,676102,92
1960,Eastern Europe,Storms,,14294675,320448,14
1960,Eastern Europe,Storms,,55476014,247640,13
1960,Melanesia,Droughts,,94609623,255345,1
1960,Melanesia,Droughts,,27991356,343304,97
1960,Melanesia,Droughts,,54742684,909055,31
1960,Melanesia,Droughts,,76375067,595231,3
1960,Melanesia,Floods,,12946908,486027,99
1960,Melanesia,Floods,,78915099,96329,78
1960,Melanesia,Floods,,63218854,854197,64
1960,Melanesia,Floods,,46696227,680204,34
1960,Melanesia,Storms,,83223432,581663,30
1960,Melanesia,Storms,,71653437,456586,35
1960,Melanesia,Storms,,98933450,76936,46
1960,Melanesia,Storms,,6782074,265366,62
1960,Micronesia,Droughts,,95956019,536769,53
1960,Micronesia,Droughts,,59808658,307611,24
1960,Micronesia,Droughts,,77391705,587637,55
1960,Micronesia,Droughts,,54904576,362382,33
1960,Micronesia,Floods,,21479086,837693,78
1960,Micronesia,Floods,,74706642,219000,63
1960,Micronesia,Floods,,72452703,869530,67
1960,Micronesia,Floods,,21852078,969258,70
1960,Micronesia,Storms,,68184645,246940,54
1960,Micronesia,Storms,,85707998,505895,12
1960,Micronesia,Storms,,32952133,758554,55
1960,Micronesia,Storms,,65552563,994674,90
1960,Middle Africa,Droughts,,86892669,119813,95
1960,Middle Africa,Droughts,,20371572,187941,72
1960,Middle Africa,Droughts,,24037347,260366,19
1960,Middle Africa,Droughts,,28490098,352869,39
1960,Middle Africa,Floods,,28758246,200581,73
1960,Middle Africa,Floods,,89295863,306821,14
1960,Middle Africa,Floods,,45544959,222979,60
1960,Middle Africa,Floods,,10277516,510199,3
1960,Middle Africa,Storms,,33951607,503712,59
1960,Middle Africa,Storms,,12407598,424527,2
1960,Middle Africa,Storms,,93122801,780900,83
1960,Middle Africa,Storms,,89437190,304694,47
1960,Northern Africa,Droughts,,29064183,815377,95
1960,Northern Africa,Droughts,,82979157,802022,25
1960,Northern Africa,Droughts,,55908898,983426,72
1960,Northern Africa,Droughts,,7421973,3766,70
1960,Northern Africa,Floods,,68804390,734999,13
1960,Northern Africa,Floods,,80975598,730876,92
1960,Northern Africa,Floods,,4843857,771708,13
1960,Northern Africa,Floods,,21255089,44305,50
1960,Northern Africa,Storms,,5702331,960516,45
1960,Northern Africa,Storms,,12147715,812111,17
1960,Northern Africa,Storms,,71191171,101144,22
1960,Northern Africa,Storms,,58992491,688677,88
1960,Northern America,Droughts,,74560727,765292,85
1960,Northern America,Droughts,,57634286,314798,67
1960,Northern America,Droughts,,16238921,729921,69
1960,Northern America,Droughts,,27250941,163568,66
1960,Northern America,Floods,,36730851,746995,12
1960,Northern America,Floods,,68160611,265136,60
1960,Northern America,Floods,,86449222,531264,45
1960,Northern America,Floods,,26965015,885272,22
1960,Northern America,Storms,,98169398,657320,20
1960,Northern America,Storms,,40481693,772507,40
1960,Northern America,Storms,,5970654,117579,0
1960,Northern America,Storms,,39641254,593413,12
1960,Northern Europe,Droughts,,73933022,443617,99
1960,Northern Europe,Droughts,,8982473,574485,57
1960,Northern Europe,Droughts,,34972294,892914,7
1960,Northern Europe,Droughts,,66546585,994384,6
1960,Northern Europe,Floods,,2680239,730933,18
1960,Northern Europe,Floods,,83192672,736620,53
1960,Northern Europe,Floods,,39376718,990584,97
1960,Northern Europe,Floods,,95333023,129535,73
1960,Northern Europe,Storms,,66884729,536673,2
1960,Northern Europe,Storms,,82530489,228716,79
1960,Northern Europe,Storms,,80135720,464961,88
1960,Northern Europe,Storms,,80978320,701396,58
1960,Polynesia,Droughts,,55554357,280795,30
1960,Polynesia,Droughts,,49747547,789992,67
1960,Polynesia,Droughts,,32600770,706530,67
1960,Polynesia,Droughts,,78800286,908743,80
1960,Polynesia,Floods,,75485682,226694,90
1960,Polynesia,Floods,,35872067,582707,11
1960,Polynesia,Floods,,2807290,319294,16
1960,Polynesia,Floods,,38238264,114238,45
1960,Polynesia,Storms,,3276440,256018,86
1960,Polynesia,Storms,,22702931,808961,87
1960,Polynesia,Storms,,23992165,448948,30
1960,Polynesia,Storms,,95770074,165512,90
1960,South America,Droughts,,61242479,844551,16
1960,South America,Droughts,,2552717,502797,28
1960,South America,Droughts,,91875053,806131,15
1960,South America,Droughts,,66369061,297943,91
1960,South America,Floods,,47896420,247817,42
1960,South America,Floods,,46230125,996797,45
1960,South America,Floods,,65731478,268606,93
1960,South America,Floods,,77101232,803177,82
1960,South America,Storms,,51455495,212629,25
1960,South America,Storms,,34684681,671340,42
1960,South America,Storms,,43575238,974290,88
1960,South America,Storms,,66072754,300650,81
1960,South-Eastern Asia,Droughts,,97611506,370270,27
1960,South-Eastern Asia,Droughts,,34819170,471772,49
1960,South-Eastern Asia,Droughts,,19309160,860985,78
1960,South-Eastern Asia,Droughts,,64641746,35641,44
1960,South-Eastern Asia,Floods,,13304284,290547,64
1960,South-Eastern Asia,Floods,,59232623,26807,57
1960,South-Eastern Asia,Floods,,94300377,517493,25
1960,South-Eastern Asia,Floods,,71438338,556210,67
1960,South-Eastern Asia,Storms,,26192116,228406,47
1960,South-Eastern Asia,Storms,,97509838,436008,22
1960,South-Eastern Asia,Storms,,48003396,956709,57
1960,South-Eastern Asia,Storms,,94221158,579703,58
1960,Southern Africa,Droughts,,22201935,291671,24
