Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO,Rain,°C
2040,Micronesia,Floods,6.0,72130910.0,615044.0,67,,
2040,Micronesia,Floods,8.5,87915643.0,191499.0,47,,
2040,Micronesia,Droughts,2.6,77953131.0,47485.0,71,,
2040,Micronesia,Droughts,4.5,92208371.0,656567.0,88,,
2040,Micronesia,Droughts,6.0,17426038.0,53929.0,58,,
2040,Micronesia,Droughts,8.5,97746024.0,817045.0,29,,
2040,Middle Africa,Floods,2.6,35002991.0,675783.0,61,,
2040,Middle Africa,Floods,4.5,1702313.0,28003.0,85,,
2040,Middle Africa,Floods,6.0,76990701.0,912216.0,81,,
2040,Middle Africa,Floods,8.5,92066745.0,728780.0,60,,
2040,Middle Africa,Droughts,2.6,98598215.0,103240.0,37,,
2040,Middle Africa,Droughts,4.5,54010084.0,862826.0,42,,
2040,Middle Africa,Droughts,6.0,19063149.0,277163.0,32,,
2040,Middle Africa,Droughts,8.5,37735362.0,210721.0,26,,
2040,Northern Africa,Floods,2.6,91535944.0,674752.0,76,,
2040,Northern Africa,Floods,4.5,86778432.0,138837.0,79,,
2040,Northern Africa,Floods,6.0,10076328.0,979706.0,48,,
2040,Northern Africa,Floods,8.5,35486047.0,574026.0,55,,
2040,Northern Africa,Droughts,2.6,53072243.0,946982.0,21,,
2040,Northern Africa,Droughts,4.5,1076988.0,981412.0,79,,
2040,Northern Africa,Droughts,6.0,2110051.0,503718.0,31,,
2040,Northern Africa,Droughts,8.5,88672326.0,10685.0,63,,
2040,Northern America,Floods,2.6,63083774.0,975800.0,34,,
2040,Northern America,Floods,4.5,78124473.0,442269.0,98,,
2040,Northern America,Floods,6.0,28109512.0,432142.0,93,,
2040,Northern America,Floods,8.5,53016284.0,140523.0,17,,
2040,Northern America,Droughts,2.6,3865753.0,476664.0,38,,
2040,Northern America,Droughts,4.5,33173324.0,55939.0,65,,
2040,Northern America,Droughts,6.0,44145216.0,189945.0,68,,
2040,Northern America,Droughts,8.5,30032920.0,269187.0,58,,
2040,Northern Europe,Floods,2.6,79781291.0,3211.0,8,,
2040,Northern Europe,Floods,4.5,61156391.0,828445.0,27,,
2040,Northern Europe,Floods,6.0,58395801.0,594361.0,74,,
2040,Northern Europe,Floods,8.5,63836297.0,559973.0,67,,
2040,Northern Europe,Droughts,2.6,43472817.0,753612.0,43,,
2040,Northern Europe,Droughts,4.5,81242492.0,637935.0,4,,
2040,Northern Europe,Droughts,6.0,64385360.0,241649.0,93,,
2040,Northern Europe,Droughts,8.5,51177180.0,712795.0,30,,
2040,Polynesia,Floods,2.6,41229993.0,765598.0,66,,
2040,Polynesia,Floods,4.5,76797564.0,39023.0,87,,
2040,Polynesia,Floods,6.0,33824819.0,417712.0,32,,
2040,Polynesia,Floods,8.5,60100166.0,882562.0,90,,
2040,Polynesia,Droughts,2.6,33995083.0,511608.0,83,,
2040,Polynesia,Droughts,4.5,51672909.0,478552.0,89,,
2040,Polynesia,Droughts,6.0,50800522.0,787854.0,17,,
2040,Polynesia,Droughts,8.5,12142704.0,318761.0,38,,
2040,South America,Floods,2.6,39509174.0,452831.0,0,,
2040,South America,Floods,4.5,2423318.0,805986.0,99,,
2040,South America,Floods,6.0,95774457.0,480088.0,98,,
2040,South America,Floods,8.5,60735508.0,427812.0,3,,
2040,South America,Droughts,2.6,99343723.0,670033.0,69,,
2040,South America,Droughts,4.5,8995360.0,962366.0,48,,
2040,South America,Droughts,6.0,5879233.0,237020.0,24,,
2040,South America,Droughts,8.5,7119143.0,568794.0,94,,
2040,South-Eastern Asia,Floods,2.6,58562354.0,597572.0,48,,
2040,South-Eastern Asia,Floods,4.5,46068765.0,498872.0,16,,
2040,South-Eastern Asia,Floods,6.0,12241602.0,175570.0,29,,
2040,South-Eastern Asia,Floods,8.5,80214388.0,433758.0,97,,
2040,South-Eastern Asia,Droughts,2.6,34576882.0,355377.0,4,,
2040,South-Eastern Asia,Droughts,4.5,59450142.0,863242.0,97,,
2040,South-Eastern Asia,Droughts,6.0,61027637.0,999720.0,80,,
2040,South-Eastern Asia,Droughts,8.5,97499677.0,539465.0,58,,
2040,Southern Africa,Floods,2.6,25953726.0,511198.0,70,,
2040,Southern Africa,Floods,4.5,17002790.0,35435.0,25,,
2040,Southern Africa,Floods,6.0,78828722.0,418044.0,83,,
2040,Southern Africa,Floods,8.5,76153480.0,134639.0,42,,
2040,Southern Africa,Droughts,2.6,17804545.0,323123.0,97,,
2040,Southern Africa,Droughts,4.5,47880260.0,440091.0,87,,
2040,Southern Africa,Droughts,6.0,54943214.0,668229.0,56,,
2040,Southern Africa,Droughts,8.5,44490415.0,606337.0,26,,
2040,Southern Asia,Floods,2.6,84130705.0,90407.0,86,,
2040,Southern Asia,Floods,4.5,6543324.0,335784.0,22,,
2040,Southern Asia,Floods,6.0,74783826.0,401416.0,76,,
2040,Southern Asia,Floods,8.5,28819928.0,110699.0,44,,
2040,Southern Asia,Droughts,2.6,88625780.0,463458.0,72,,
2040,Southern Asia,Droughts,4.5,71311929.0,877471.0,36,,
2040,Southern Asia,Droughts,6.0,14699217.0,4367.0,71,,
2040,Southern Asia,Droughts,8.5,20916647.0,38810.0,2,,
2040,Southern Europe,Floods,2.6,94454932.0,682338.0,43,,
2040,Southern Europe,Floods,4.5,7411187.0,484513.0,18,,
2040,Southern Europe,Floods,6.0,60977399.0,312751.0,48,,
2040,Southern Europe,Floods,8.5,32219258.0,370115.0,17,,
2040,Southern Europe,Droughts,2.6,90666370.0,817957.0,36,,
2040,Southern Europe,Droughts,4.5,16942048.0,502306.0,97,,
2040,Southern Europe,Droughts,6.0,72713648.0,608094.0,81,,
2040,Southern Europe,Droughts,8.5,7396417.0,920416.0,10,,
2040,Western Africa,Floods,2.6,31012069.0,189963.0,33,,
2040,Western Africa,Floods,4.5,8774282.0,39303.0,53,,
2040,Western Africa,Floods,6.0,81505656.0,331157.0,7,,
2040,Western Africa,Floods,8.5,13651171.0,304094.0,8,,
2040,Western Africa,Droughts,2.6,18131799.0,455005.0,65,,
2040,Western Africa,Droughts,4.5,86932221.0,74871.0,54,,
2040,Western Africa,Droughts,6.0,19002680.0,464980.0,65,,
2040,Western Africa,Droughts,8.5,12034670.0,697729.0,19,,
2040,Western Asia,Floods,2.6,90552867.0,374571.0,74,,
2040,Western Asia,Floods,4.5,30998817.0,759752.0,69,,
2040,Western Asia,Floods,6.0,73989366.0,972074.0,59,,
2040,Western Asia,Floods,8.5,26851284.0,94533.0,25,,
2040,Western Asia,Droughts,2.6,79579973.0,158431.0,47,,
2040,Western Asia,Droughts,4.5,82320698.0,292943.0,81,,
2040,Western Asia,Droughts,6.0,43096213.0,954893.0,10,,
2040,Western Asia,Droughts,8.5,10934674.0,628782.0,12,,
2040,Western Europe,Floods,2.6,88782194.0,687805.0,5,,
2040,Western Europe,Floods,4.5,77586859.0,935485.0,85,,
2040,Western Europe,Floods,6.0,16055289.0,39313.0,92,,
2040,Western Europe,Floods,8.5,61704125.0,575643.0,28,,
2040,Western Europe,Droughts,2.6,39639463.0,550957.0,45,,
2040,Western Europe,Droughts,4.5,92407246.0,121758.0,67,,
2040,Western Europe,Droughts,6.0,8982270.0,597867.0,67,,
2040,Western Europe,Droughts,8.5,48506451.0,171175.0,2,,
2050,Australia and New Zealand,Floods,2.6,6030118.0,81583.0,81,,
2050,Australia and New Zealand,Floods,4.5,85665747.0,446445.0,73,,
2050,Australia and New Zealand,Floods,6.0,28700971.0,637438.0,43,,
2050,Australia and New Zealand,Floods,8.5,10879356.0,775533.0,91,,
2050,Australia and New Zealand,Droughts,2.6,76822795.0,512549.0,41,,
2050,Australia and New Zealand,Droughts,4.5,63084285.0,913329.0,53,,
2050,Australia and New Zealand,Droughts,6.0,82754472.0,508594.0,56,,
2050,Australia and New Zealand,Droughts,8.5,14866668.0,571980.0,87,,
2050,Caribbean,Floods,2.6,76497292.0,436102.0,54,,
2050,Caribbean,Floods,4.5,94352114.0,381914.0,97,,
2050,Caribbean,Floods,6.0,16433305.0,328855.0,24,,
2050,Caribbean,Floods,8.5,91678699.0,301718.0,6,,
2050,Caribbean,Droughts,2.6,65282150.0,277380.0,91,,
2050,Caribbean,Droughts,4.5,61558061.0,545398.0,61,,
2050,Caribbean,Droughts,6.0,80625914.0,76507.0,11,,
2050,Caribbean,Droughts,8.5,71141966.0,806622.0,12,,
2050,Central America,Floods,2.6,61203447.0,932509.0,75,,
2050,Central America,Floods,4.5,48516074.0,285505.0,23,,
2050,Central America,Floods,6.0,88534577.0,982611.0,65,,
2050,Central America,Floods,8.5,83783573.0,109026.0,42,,
2050,Central America,Droughts,2.6,36815436.0,646992.0,98,,
2050,Central America,Droughts,4.5,4797410.0,278817.0,4,,
2050,Central America,Droughts,6.0,91231842.0,88384.0,30,,
2050,Central America,Droughts,8.5,9704884.0,607301.0,22,,
2050,Central Asia,Floods,2.6,21674846.0,377692.0,14,,
2050,Central Asia,Floods,4.5,1439258.0,35106.0,82,,
2050,Central Asia,Floods,6.0,88057998.0,905706.0,13,,
2050,Central Asia,Floods,8.5,97809167.0,86216.0,37,,
2050,Central Asia,Droughts,2.6,2096659.0,617864.0,9,,
2050,Central Asia,Droughts,4.5,6051546.0,810491.0,6,,
2050,Central Asia,Droughts,6.0,31116132.0,369859.0,85,,
2050,Central Asia,Droughts,8.5,28677169.0,32770.0,58,,
2050,Eastern Africa,Floods,2.6,57859615.0,337975.0,47,,
2050,Eastern Africa,Floods,4.5,17150323.0,426324.0,10,,
2050,Eastern Africa,Floods,6.0,74574850.0,669675.0,73,,
2050,Eastern Africa,Floods,8.5,38315000.0,195280.0,99,,
2050,Eastern Africa,Droughts,2.6,69282859.0,155534.0,36,,
2050,Eastern Africa,Droughts,4.5,78302878.0,567424.0,49,,
2050,Eastern Africa,Droughts,6.0,11075016.0,872654.0,36,,
2050,Eastern Africa,Droughts,8.5,29911375.0,575557.0,57,,
2050,Eastern Asia,Floods,2.6,97033019.0,634758.0,88,,
2050,Eastern Asia,Floods,4.5,40499683.0,202270.0,58,,
2050,Eastern Asia,Floods,6.0,85178650.0,470301.0,16,,
2050,Eastern Asia,Floods,8.5,28773372.0,727088.0,29,,
2050,Eastern Asia,Droughts,2.6,33101348.0,137860.0,9,,
2050,Eastern Asia,Droughts,4.5,70681171.0,592310.0,41,,
2050,Eastern Asia,Droughts,6.0,27433499.0,859376.0,4,,
2050,Eastern Asia,Droughts,8.5,80674551.0,133671.0,73,,
2050,Eastern Europe,Floods,2.6,33260822.0,448996.0,85,,
2050,Eastern Europe,Floods,4.5,41083236.0,820118.0,52,,
2050,Eastern Europe,Floods,6.0,49371123.0,544535.0,85,,
2050,Eastern Europe,Floods,8.5,78899634.0,538445.0,2,,
2050,Eastern Europe,Droughts,2.6,92761071.0,534920.0,11,,
2050,Eastern Europe,Droughts,4.5,6555257.0,162982.0,34,,
2050,Eastern Europe,Droughts,6.0,70297375.0,238155.0,33,,
2050,Eastern Europe,Droughts,8.5,20701404.0,331411.0,90,,
2050,Melanesia,Floods,2.6,73427012.0,759330.0,81,,
2050,Melanesia,Floods,4.5,30163265.0,417645.0,6,,
2050,Melanesia,Floods,6.0,43434030.0,291519.0,68,,
2050,Melanesia,Floods,8.5,97082299.0,796465.0,83,,
2050,Melanesia,Droughts,2.6,32369180.0,190695.0,0,,
2050,Melanesia,Droughts,4.5,49633553.0,503234.0,29,,
2050,Melanesia,Droughts,6.0,35918718.0,510010.0,99,,
2050,Melanesia,Droughts,8.5,92835947.0,309933.0,26,,
2050,Micronesia,Floods,2.6,19948648.0,910676.0,18,,
2050,Micronesia,Floods,4.5,50606796.0,521673.0,0,,
2050,Micronesia,Floods,6.0,49191458.0,279346.0,89,,
2050,Micronesia,Floods,8.5,95809950.0,626441.0,70,,
2050,Micronesia,Droughts,2.6,18381558.0,819643.0,44,,
2050,Micronesia,Droughts,4.5,33552582.0,884148.0,74,,
2050,Micronesia,Droughts,6.0,98036462.0,593700.0,89,,
2050,Micronesia,Droughts,8.5,50764460.0,230611.0,80,,
2050,Middle Africa,Floods,2.6,87798094.0,203294.0,36,,
2050,Middle Africa,Floods,4.5,18037248.0,679752.0,61,,
2050,Middle Africa,Floods,6.0,80197116.0,457881.0,4,,
2050,Middle Africa,Floods,8.5,30769882.0,902837.0,28,,
2050,Middle Africa,Droughts,2.6,41445249.0,762159.0,28,,
2050,Middle Africa,Droughts,4.5,80353678.0,828613.0,73,,
2050,Middle Africa,Droughts,6.0,30760155.0,651667.0,96,,
2050,Middle Africa,Droughts,8.5,26441389.0,630134.0,44,,
2050,Northern Africa,Floods,2.6,75613260.0,115593.0,84,,
2050,Northern Africa,Floods,4.5,20067183.0,492221.0,2,,
2050,Northern Africa,Floods,6.0,63662008.0,609001.0,46,,
2050,Northern Africa,Floods,8.5,54526446.0,356793.0,97,,
2050,Northern Africa,Droughts,2.6,91767677.0,199882.0,47,,
2050,Northern Africa,Droughts,4.5,44947972.0,452994.0,61,,
2050,Northern Africa,Droughts,6.0,9708231.0,689359.0,55,,
2050,Northern Africa,Droughts,8.5,14888198.0,502178.0,41,,
2050,Northern America,Floods,2.6,65466954.0,104698.0,95,,
2050,Northern America,Floods,4.5,61666141.0,508736.0,57,,
2050,Northern America,Floods,6.0,52354866.0,412297.0,92,,
2050,Northern America,Floods,8.5,34759271.0,716821.0,60,,
2050,Northern America,Droughts,2.6,3322311.0,471739.0,72,,
2050,Northern America,Droughts,4.5,75826691.0,999439.0,67,,
2050,Northern America,Droughts,6.0,58635268.0,95916.0,48,,
2050,Northern America,Droughts,8.5,85648728.0,398429.0,4,,
2050,Northern Europe,Floods,2.6,7221874.0,763047.0,25,,
2050,Northern Europe,Floods,4.5,28982335.0,299135.0,60,,
2050,Northern Europe,Floods,6.0,38956953.0,935574.0,91,,
2050,Northern Europe,Floods,8.5,60709218.0,210401.0,23,,
2050,Northern Europe,Droughts,2.6,46999971.0,273963.0,64,,
2050,Northern Europe,Droughts,4.5,37470018.0,860037.0,41,,
2050,Northern Europe,Droughts,6.0,52184638.0,508849.0,25,,
2050,Northern Europe,Droughts,8.5,27690097.0,190048.0,82,,
2050,Polynesia,Floods,2.6,50575744.0,160343.0,5,,
2050,Polynesia,Floods,4.5,93641882.0,338762.0,89,,
2050,Polynesia,Floods,6.0,96013801.0,231443.0,16,,
2050,Polynesia,Floods,8.5,81895899.0,869904.0,41,,
2050,Polynesia,Droughts,2.6,52326738.0,35366.0,17,,
2050,Polynesia,Droughts,4.5,404201.0,391632.0,70,,
2050,Polynesia,Droughts,6.0,68836315.0,279222.0,90,,
2050,Polynesia,Droughts,8.5,62540235.0,728135.0,76,,
2050,South America,Floods,2.6,84227368.0,560727.0,1,,
2050,South America,Floods,4.5,92132166.0,849905.0,5,,
2050,South America,Floods,6.0,5570851.0,852452.0,29,,
2050,South America,Floods,8.5,95232622.0,753708.0,85,,
2050,South America,Droughts,2.6,96954257.0,238424.0,62,,
2050,South America,Droughts,4.5,441293.0,599245.0,50,,
2050,South America,Droughts,6.0,83808229.0,842471.0,41,,
2050,South America,Droughts,8.5,55585962.0,773444.0,51,,
2050,South-Eastern Asia,Floods,2.6,74246028.0,137088.0,63,,
2050,South-Eastern Asia,Floods,4.5,19716231.0,383999.0,45,,
2050,South-Eastern Asia,Floods,6.0,55887727.0,988006.0,92,,
2050,South-Eastern Asia,Floods,8.5,73517240.0,274466.0,49,,
2050,South-Eastern Asia,Droughts,2.6,74638175.0,977713.0,34,,
2050,South-Eastern Asia,Droughts,4.5,11898785.0,809238.0,37,,
2050,South-Eastern Asia,Droughts,6.0,77999549.0,597251.0,47,,
2050,South-Eastern Asia,Droughts,8.5,61167818.0,242445.0,39,,
2050,Southern Africa,Floods,2.6,41738993.0,820143.0,60,,
2050,Southern Africa,Floods,4.5,14340554.0,4643.0,59,,
2050,Southern Africa,Floods,6.0,8459628.0,877611.0,54,,
2050,Southern Africa,Floods,8.5,19431095.0,882733.0,60,,
2050,Southern Africa,Droughts,2.6,40147069.0,39163.0,42,,
2050,Southern Africa,Droughts,4.5,39133582.0,985196.0,39,,
2050,Southern Africa,Droughts,6.0,7886232.0,702915.0,40,,
2050,Southern Africa,Droughts,8.5,81884535.0,20586.0,58,,
2050,Southern Asia,Floods,2.6,34820790.0,658163.0,67,,
2050,Southern Asia,Floods,4.5,47006969.0,870448.0,22,,
2050,Southern Asia,Floods,6.0,97053181.0,565183.0,55,,
2050,Southern Asia,Floods,8.5,12809237.0,264503.0,29,,
2050,Southern Asia,Droughts,2.6,7056740.0,896830.0,13,,
2050,Southern Asia,Droughts,4.5,39575767.0,47318.0,65,,
2050,Southern Asia,Droughts,6.0,44093180.0,601942.0,33,,
2050,Southern Asia,Droughts,8.5,82221916.0,592208.0,38,,
2050,Southern Europe,Floods,2.6,97495386.0,438671.0,4,,
2050,Southern Europe,Floods,4.5,22785378.0,244021.0,90,,
2050,Southern Europe,Floods,6.0,30078546.0,745927.0,7,,
2050,Southern Europe,Floods,8.5,82246266.0,667127.0,31,,
2050,Southern Europe,Droughts,2.6,79957924.0,401059.0,55,,
2050,Southern Europe,Droughts,4.5,28813851.0,329327.0,32,,
2050,Southern Europe,Droughts,6.0,75126238.0,898053.0,58,,
2050,Southern Europe,Droughts,8.5,54085933.0,23814.0,17,,
2050,Western Africa,Floods,2.6,22162607.0,668564.0,0,,
2050,Western Africa,Floods,4.5,61514825.0,276810.0,96,,
2050,Western Africa,Floods,6.0,29084011.0,949394.0,80,,
2050,Western Africa,Floods,8.5,38347334.0,158344.0,21,,
2050,Western Africa,Droughts,2.6,6599591.0,615820.0,0,,
2050,Western Africa,Droughts,4.5,17929812.0,168842.0,22,,
2050,Western Africa,Droughts,6.0,22235579.0,861212.0,26,,
2050,Western Africa,Droughts,8.5,1216047.0,56089.0,22,,
2050,Western Asia,Floods,2.6,11430890.0,271158.0,39,,
2050,Western Asia,Floods,4.5,48656208.0,673171.0,83,,
2050,Western Asia,Floods,6.0,88209617.0,541500.0,90,,
2050,Western Asia,Floods,8.5,30409767.0,666803.0,71,,
2050,Western Asia,Droughts,2.6,94765570.0,31112.0,48,,
2050,Western Asia,Droughts,4.5,93032927.0,830502.0,19,,
2050,Western Asia,Droughts,6.0,43820582.0,893799.0,12,,
2050,Western Asia,Droughts,8.5,31498796.0,77059.0,54,,
2050,Western Europe,Floods,2.6,14171777.0,770696.0,86,,
2050,Western Europe,Floods,4.5,53583549.0,777089.0,83,,
2050,Western Europe,Floods,6.0,62092670.0,440383.0,86,,
2050,Western Europe,Floods,8.5,33251205.0,685374.0,76,,
2050,Western Europe,Droughts,2.6,97975168.0,289500.0,10,,
2050,Western Europe,Droughts,4.5,96744603.0,781569.0,60,,
2050,Western Europe,Droughts,6.0,34506523.0,10891.0,2,,
2050,Western Europe,Droughts,8.5,11940028.0,955891.0,82,,
2060,Australia and New Zealand,Floods,2.6,7277672.0,345323.0,22,,
2060,Australia and New Zealand,Floods,4.5,23770241.0,21201.0,83,,
2060,Australia and New Zealand,Floods,6.0,36548478.0,649032.0,19,,
2060,Australia and New Zealand,Floods,8.5,57209070.0,363889.0,55,,
2060,Australia and New Zealand,Droughts,2.6,90546092.0,428241.0,18,,
2060,Australia and New Zealand,Droughts,4.5,73888609.0,707696.0,62,,
2060,Australia and New Zealand,Droughts,6.0,73718372.0,776917.0,18,,
2060,Australia and New Zealand,Droughts,8.5,39111146.0,520173.0,49,,
2060,Caribbean,Floods,2.6,61298112.0,622761.0,56,,
2060,Caribbean,Floods,4.5,23383889.0,901057.0,41,,
2060,Caribbean,Floods,6.0,2384147.0,851361.0,20,,
2060,Caribbean,Floods,8.5,43460826.0,690549.0,38,,
2060,Caribbean,Droughts,2.6,69466839.0,634420.0,19,,
2060,Caribbean,Droughts,4.5,47747120.0,602503.0,26,,
2060,Caribbean,Droughts,6.0,41284294.0,935538.0,81,,
2060,Caribbean,Droughts,8.5,59228984.0,598303.0,80,,
2060,Central America,Floods,2.6,50926002.0,880931.0,66,,
2060,Central America,Floods,4.5,88443412.0,211535.0,69,,
2060,Central America,Floods,6.0,94953517.0,999097.0,59,,
2060,Central America,Floods,8.5,40659399.0,351870.0,88,,
2060,Central America,Droughts,2.6,14046623.0,529752.0,18,,
2060,Central America,Droughts,4.5,18024424.0,62813.0,66,,
2060,Central America,Droughts,6.0,46287577.0,681007.0,86,,
2060,Central America,Droughts,8.5,15702297.0,289424.0,57,,
2060,Central Asia,Floods,2.6,23861610.0,546063.0,15,,
2060,Central Asia,Floods,4.5,31928605.0,616113.0,14,,
2060,Central Asia,Floods,6.0,27766753.0,13845.0,97,,
2060,Central Asia,Floods,8.5,55671391.0,528915.0,90,,
2060,Central Asia,Droughts,2.6,67589253.0,803772.0,46,,
2060,Central Asia,Droughts,4.5,48645010.0,629017.0,7,,
2060,Central Asia,Droughts,6.0,62581255.0,850164.0,94,,
2060,Central Asia,Droughts,8.5,49503257.0,489564.0,78,,
2060,Eastern Africa,Floods,2.6,74620147.0,522141.0,4,,
2060,Eastern Africa,Floods,4.5,89604676.0,407429.0,79,,
2060,Eastern Africa,Floods,6.0,76006289.0,565969.0,17,,
2060,Eastern Africa,Floods,8.5,94466826.0,492972.0,86,,
2060,Eastern Africa,Droughts,2.6,38333837.0,678023.0,42,,
2060,Eastern Africa,Droughts,4.5,75676814.0,369553.0,30,,
2060,Eastern Africa,Droughts,6.0,88817451.0,327318.0,18,,
2060,Eastern Africa,Droughts,8.5,63777730.0,710318.0,29,,
2060,Eastern Asia,Floods,2.6,34786790.0,543921.0,73,,
2060,Eastern Asia,Floods,4.5,98241619.0,464341.0,93,,
2060,Eastern Asia,Floods,6.0,80027088.0,569981.0,13,,
2060,Eastern Asia,Floods,8.5,32446946.0,988398.0,51,,
2060,Eastern Asia,Droughts,2.6,66145839.0,328775.0,89,,
2060,Eastern Asia,Droughts,4.5,40479289.0,823754.0,83,,
2060,Eastern Asia,Droughts,6.0,972839.0,168464.0,86,,
2060,Eastern Asia,Droughts,8.5,17034279.0,989111.0,19,,
2060,Eastern Europe,Floods,2.6,63240038.0,757837.0,25,,
2060,Eastern Europe,Floods,4.5,59737628.0,933633.0,76,,
2060,Eastern Europe,Floods,6.0,38530984.0,714180.0,37,,
2060,Eastern Europe,Floods,8.5,44848484.0,874845.0,61,,
2060,Eastern Europe,Droughts,2.6,29638403.0,786759.0,62,,
2060,Eastern Europe,Droughts,4.5,1474138.0,750087.0,88,,
2060,Eastern Europe,Droughts,6.0,56661086.0,696929.0,94,,
2060,Eastern Europe,Droughts,8.5,32702559.0,920487.0,55,,
2060,Melanesia,Floods,2.6,10495292.0,985305.0,23,,
2060,Melanesia,Floods,4.5,63354705.0,716926.0,59,,
2060,Melanesia,Floods,6.0,31762563.0,763363.0,51,,
2060,Melanesia,Floods,8.5,57868723.0,612587.0,44,,
2060,Melanesia,Droughts,2.6,14050760.0,573982.0,53,,
2060,Melanesia,Droughts,4.5,67244741.0,728831.0,78,,
2060,Melanesia,Droughts,6.0,8710389.0,520193.0,64,,
2060,Melanesia,Droughts,8.5,31090561.0,161320.0,91,,
2060,Micronesia,Floods,2.6,98061624.0,671423.0,96,,
2060,Micronesia,Floods,4.5,33402975.0,704052.0,83,,
2060,Micronesia,Floods,6.0,33204535.0,857581.0,77,,
2060,Micronesia,Floods,8.5,75462076.0,950973.0,38,,
2060,Micronesia,Droughts,2.6,58160464.0,311635.0,30,,
2060,Micronesia,Droughts,4.5,10211155.0,417500.0,93,,
2060,Micronesia,Droughts,6.0,1217588.0,530413.0,55,,
2060,Micronesia,Droughts,8.5,4189997.0,109181.0,54,,
2060,Middle Africa,Floods,2.6,49748755.0,189547.0,1,,
2060,Middle Africa,Floods,4.5,21049386.0,881638.0,42,,
2060,Middle Africa,Floods,6.0,69570431.0,778049.0,14,,
2060,Middle Africa,Floods,8.5,8813651.0,281361.0,71,,
2060,Middle Africa,Droughts,2.6,46734733.0,893627.0,50,,
2060,Middle Africa,Droughts,4.5,46199388.0,452043.0,87,,
2060,Middle Africa,Droughts,6.0,81258146.0,281976.0,80,,
2060,Middle Africa,Droughts,8.5,64044684.0,942885.0,26,,
2060,Northern Africa,Floods,2.6,93329569.0,763862.0,66,,
2060,Northern Africa,Floods,4.5,74792816.0,285117.0,92,,
2060,Northern Africa,Floods,6.0,45497636.0,219828.0,66,,
2060,Northern Africa,Floods,8.5,86285443.0,387627.0,95,,
2060,Northern Africa,Droughts,2.6,81608084.0,587687.0,60,,
2060,Northern Africa,Droughts,4.5,6010981.0,823650.0,39,,
2060,Northern Africa,Droughts,6.0,28655189.0,283012.0,78,,
2060,Northern Africa,Droughts,8.5,4124395.0,50031.0,89,,
2060,Northern America,Floods,2.6,31216093.0,890660.0,1,,
2060,Northern America,Floods,4.5,39598619.0,382456.0,86,,
2060,Northern America,Floods,6.0,41201707.0,205572.0,15,,
2060,Northern America,Floods,8.5,97951253.0,533136.0,77,,
2060,Northern America,Droughts,2.6,64822800.0,823425.0,88,,
2060,Northern America,Droughts,4.5,97469633.0,86623.0,78,,
2060,Northern America,Droughts,6.0,66849892.0,479574.0,46,,
2060,Northern America,Droughts,8.5,84619189.0,512556.0,51,,
2060,Northern Europe,Floods,2.6,50054265.0,42690.0,84,,
2060,Northern Europe,Floods,4.5,31294930.0,976276.0,21,,
2060,Northern Europe,Floods,6.0,88093375.0,859245.0,91,,
2060,Northern Europe,Floods,8.5,68334250.0,53769.0,42,,
2060,Northern Europe,Droughts,2.6,71427256.0,807115.0,32,,
2060,Northern Europe,Droughts,4.5,61265733.0,515926.0,63,,
2060,Northern Europe,Droughts,6.0,68323114.0,904602.0,94,,
2060,Northern Europe,Droughts,8.5,67820621.0,161762.0,48,,
2060,Polynesia,Floods,2.6,96888344.0,958468.0,58,,
2060,Polynesia,Floods,4.5,64590931.0,995402.0,71,,
2060,Polynesia,Floods,6.0,30192963.0,126409.0,46,,
2060,Polynesia,Floods,8.5,7639682.0,180879.0,46,,
2060,Polynesia,Droughts,2.6,93118666.0,825695.0,57,,
2060,Polynesia,Droughts,4.5,87760264.0,944187.0,1,,
2060,Polynesia,Droughts,6.0,76956915.0,523497.0,96,,
2060,Polynesia,Droughts,8.5,90248651.0,654570.0,13,,
2060,South America,Floods,2.6,67920512.0,701003.0,19,,
2060,South America,Floods,4.5,82246715.0,48299.0,67,,
2060,South America,Floods,6.0,39789244.0,586354.0,4,,
2060,South America,Floods,8.5,14085396.0,89162.0,42,,
2060,South America,Droughts,2.6,91332843.0,266147.0,15,,
2060,South America,Droughts,4.5,61906902.0,588997.0,22,,
2060,South America,Droughts,6.0,53175798.0,925908.0,17,,
2060,South America,Droughts,8.5,96729916.0,596855.0,60,,
2060,South-Eastern Asia,Floods,2.6,586326.0,976874.0,99,,
2060,South-Eastern Asia,Floods,4.5,48344685.0,800903.0,47,,
2060,South-Eastern Asia,Floods,6.0,99524266.0,221291.0,59,,
2060,South-Eastern Asia,Floods,8.5,58991396.0,508977.0,98,,
2060,South-Eastern Asia,Droughts,2.6,64539066.0,298878.0,31,,
2060,South-Eastern Asia,Droughts,4.5,19217236.0,698578.0,25,,
2060,South-Eastern Asia,Droughts,6.0,25692330.0,984635.0,9,,
2060,South-Eastern Asia,Droughts,8.5,66440108.0,274818.0,85,,
2060,Southern Africa,Floods,2.6,79233916.0,918222.0,86,,
2060,Southern Africa,Floods,4.5,85392867.0,663423.0,26,,
2060,Southern Africa,Floods,6.0,9934462.0,156871.0,58,,
2060,Southern Africa,Floods,8.5,75717643.0,629085.0,73,,
2060,Southern Africa,Droughts,2.6,69790604.0,550268.0,17,,
2060,Southern Africa,Droughts,4.5,8610611.0,430710.0,34,,
2060,Southern Africa,Droughts,6.0,99138915.0,612434.0,5,,
