Rainfall - (MM), Year, Statistics, Country, ISO3
108.247, 2013, Nov Average, France, FRA
72.8908, 2013, Dec Average, France, FRA
108.802, 2014, Jan Average, France, FRA
99.0963, 2014, Feb Average, France, FRA
36.0784, 2014, Mar Average, France, FRA
49.1349, 2014, Apr Average, France, FRA
74.7569, 2014, May Average, France, FRA
56.2304, 2014, Jun Average, France, FRA
110.278, 2014, Jul Average, France, FRA
89.2108, 2014, Aug Average, France, FRA
44.3141, 2014, Sep Average, France, FRA
74.1295, 2014, Oct Average, France, FRA
122.586, 2014, Nov Average, France, FRA
56.676, 2014, Dec Average, France, FRA
78.1193, 2015, Jan Average, France, FRA
64.1797, 2015, Feb Average, France, FRA
52.6017, 2015, Mar Average, France, FRA
57.0098, 2015, Apr Average, France, FRA
51.2777, 2015, May Average, France, FRA
59.6698, 2015, Jun Average, France, FRA
30.2518, 2015, Jul Average, France, FRA
90.988, 2015, Aug Average, France, FRA
78.3018, 2015, Sep Average, France, FRA
55.8297, 2015, Oct Average, France, FRA
59.0931, 2015, Nov Average, France, FRA
24.0576, 2015, Dec Average, France, FRA
105.525, 2016, Jan Average, France, FRA
93.3024, 2016, Feb Average, France, FRA
73.1815, 2016, Mar Average, France, FRA
74.5945, 2016, Apr Average, France, FRA
106.787, 2016, May Average, France, FRA
86.6589, 2016, Jun Average, France, FRA
34.7662, 2016, Jul Average, France, FRA
24.9382, 2016, Aug Average, France, FRA
39.8369, 2016, Sep Average, France, FRA
61.658, 2016, Oct Average, France, FRA
95.7876, 2016, Nov Average, France, FRA
18.733, 2016, Dec Average, France, FRA
